debtor,series,Series,counterpart_area,Counterpart-Area,year,value
AGO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,74.300461802381
AGO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,11.5595943422726
AGO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,5.65406101982932
ALB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,114.407940102122
ALB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,48.8846201182997
ALB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.99334745869965
ALB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.85172439251446
ARG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,298.199599608075
ARG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,42.0664911888795
ARG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,14.1793242168436
ARG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.00025224049954
ARM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,104.448184700713
ARM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,67.5888031767855
ARM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.22621530568421
ARM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.38190308110717
AZE,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,38.7988560145453
AZE,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,20.9780851317926
AZE,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,2.03102054507868
AZE,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.09814892179057
BDI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,255.311543532867
BDI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,39.3820040011509
BDI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.05812845144237
BDI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.625969467343389
BEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,278.574701678357
BEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,64.1058071272236
BEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.40288914764571
BEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.70355807984003
BFA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,166.692375137753
BFA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,53.3616492072748
BFA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.6511476865055
BFA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.80904831559696
BGD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,170.940564359073
BGD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,22.3023475622467
BGD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.50556168719971
BGD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.587833572960456
BIH,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,106.1140917639
BIH,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,51.2151865744234
BIH,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.23108474579969
BIH,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.04210195899777
BLR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,74.6430789908751
BLR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,52.9248577519436
BLR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.6967795449015
BLR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.33020010249762
BLZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,96.9855857473105
BLZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,51.0855682161878
BLZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.42579300025179
BLZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.80448033241635
BOL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,135.744241136671
BOL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,37.174012267682
BOL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.41750917578759
BOL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.75745624883265
BRA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,144.288194612755
BRA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,28.8031393598682
BRA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.12912565976402
BRA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.4231323667421
BTN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,384.039971577496
BTN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.55024721607444
BWA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,31.476254047292
BWA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,10.6937016235709
BWA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.47934754345669
BWA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.502591610917866
CAF,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,259.335715192973
CAF,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,37.7188984920597
CAF,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,2.53020411004282
CAF,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.368003735697887
CHN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,64.5176837530858
CHN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,13.7159179498305
CHN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.55781623175828
CHN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.756361863549351
CIV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,202.616139361166
CIV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,48.2802244332034
CIV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.33682905664152
CIV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.74825043355155
CMR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,178.624526056547
CMR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,31.6480922207498
CMR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.57916047434008
CMR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.16567350533437
COD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,36.7556833730309
COD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,17.2144758479657
COD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.760354917899212
COD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.356111223323409
COG,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,80.7146818733856
COG,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,53.477643051879
COG,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.46751586065142
COG,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.972305007557306
COL,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,255.545748734558
COL,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,54.8980046219988
COL,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,12.4611415605166
COL,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.67698371180968
COM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,233.388875690373
COM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,28.1666627938645
COM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.65486752693719
COM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.441089665833339
CPV,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,242.341623457325
CPV,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,97.9020938244442
CPV,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.68381306103886
CPV,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.29616848993511
CRI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,112.415289700317
CRI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,48.4917831428177
CRI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.90459637637157
CRI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.97838657947924
DJI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,55.5996401433745
DJI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,85.5768525585338
DJI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.913922174020457
DJI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.4066742686543
DMA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,309.42688631809
DMA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,91.2086083241558
DMA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,10.2860047555392
DMA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.03196722861354
DOM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,191.637342019913
DOM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,45.0462239913968
DOM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,10.7703709448631
DOM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.53168060535051
DZA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,11.9529552381154
DZA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,2.99755443312169
DZA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.482285864600159
DZA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.120947339186395
EAP,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,68.0036122599105
EAP,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,16.5055941615579
EAP,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.43177825603054
EAP,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.832948975269238
ECA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,139.220021952491
ECA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,53.7917849225509
ECA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.58593333679409
ECA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.15829103048895
ECU,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,167.797954825577
ECU,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,52.121445895075
ECU,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.36545699754905
ECU,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.28786023518171
EGY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,238.64576989354
EGY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,44.3806069059616
EGY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,13.442875939026
EGY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.4999520963714
ETH,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,304.447189092416
ETH,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,20.3878956964506
ETH,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.9582904244461
ETH,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.265074585022262
FJI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,104.910185472203
FJI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,65.2516184958026
FJI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.77254301943011
FJI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,2.96840726147769
GAB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,41.1920406617422
GAB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.50152071726086
GEO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,143.414762036347
GEO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,86.1892631011384
GEO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.56797598660848
GEO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.94721576993787
GHA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,167.511423234704
GHA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,57.9975670455866
GHA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,2.99944621651212
GHA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.03849982098267
GIN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,42.8123073343575
GIN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,25.4819426321959
GIN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.887374185787584
GIN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.528166303183205
GMB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,198.643759760826
GMB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,56.022426463259
GMB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.04485610084577
GMB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.858724317372076
GNB,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,407.524129319341
GNB,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,55.1531949567521
GNB,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,9.39200573295479
GNB,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.27108822756033
GRD,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,85.2995137277802
GRD,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,58.9335609077403
GRD,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,2.35597395306875
GRD,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.62774590841551
GTM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,131.809544102079
GTM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,24.7308092371431
GTM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.9329369183402
GTM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.30079457863715
GUY,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,21.3469361118964
GUY,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,28.3313235631576
GUY,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.716573358965887
GUY,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.951025083093187
HND,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,126.246742489796
HND,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,40.2241362773786
HND,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.35890417994247
HND,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.70742854651352
HTI,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,230.051719678353
HTI,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,13.2842677759812
HTI,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.77997465697343
HTI,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.102784104421195
IDA,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,190.058602934798
IDA,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,40.1425590509305
IDA,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.78185027465875
IDA,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.2211931608997
IDN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,135.735640923571
IDN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,30.3963359427217
IDN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,5.576679666729
IDN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.24882917589999
IDX,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,181.093923516817
IDX,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,40.8391129473624
IDX,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,4.72149589841253
IDX,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.06476076353755
IND,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,79.742969930613
IND,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,18.398392023483
IND,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,3.80471996089711
IND,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.877829474385839
IRN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,9.25078287006098
IRN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,2.44977869717701
IRN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.278550062502261
IRN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.0737652173659616
IRQ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,18.0738932732559
IRQ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,8.07390544982739
IRQ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,0.710728908339449
IRQ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,0.31749429520439
JAM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,196.014201250659
JAM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,80.2195775122473
JAM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,11.5096476792693
JAM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,4.71036827053721
JOR,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,185.274846866226
JOR,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,88.4405279462259
JOR,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,9.54675985698246
JOR,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,4.55712416557542
KAZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,172.146010110747
KAZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,68.9888545599941
KAZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.78787682422845
KAZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.12105230444898
KEN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,334.404292783882
KEN,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,40.4232521954815
KEN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,12.8468574448403
KEN,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.55294584913656
KGZ,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,234.270651616333
KGZ,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,73.3319716501538
KGZ,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,9.71275112593344
KGZ,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,3.04030908394969
KHM,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,79.7904094084167
KHM,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,54.4506490870996
KHM,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,1.77869344873755
KHM,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.21381771980875
LAC,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,134.15669801353
LAC,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,35.8428472977583
LAC,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,6.43097613754731
LAC,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,1.71817359167851
LAO,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,207.24225260773
LAO,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI),WLD,World,2023,138.571986918665
LAO,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,7.33947243940423
LAO,DT.INT.DECT.GN.ZS,Interest payments on external debt (% of GNI),WLD,World,2023,4.90751893528248
LBN,DT.DOD.DECT.EX.ZS,"External debt stocks (% of exports of goods, services and primary income)",WLD,World,2023,524.981668733233
LBN,DT.INT.DECT.EX.ZS,"Interest payments on external debt (% of exports of goods, services and primary income)",WLD,World,2023,13.0313442365702
